Data_as_of,DCF Region,DCF Office,Demographic,SFY,TOTAL_ENTRY,FOSTER_CARE,RELATIVE_CARE,SPECIAL_STUDY,THERAPEUTIC_FOSTER_CARE,PDC_SAFE_HOME,SHELTER,GROUP_HOME,RESIDENTIAL,DCF_HIGHMEADOWS,DCF_SOLNIT,DCF_CJTS,HOSPITAL,INDEPENDENT_LIVING,Demographic_Type
8/6/2015,Other,Other,BLACK,2005,77,3,2,0,0,2,0,1,45,0,1,23,0,0,Race
8/6/2015,Other,Other,HISPANIC,2005,70,6,0,0,0,1,0,2,41,0,2,18,0,0,Race
8/6/2015,Other,Other,OTHER,2005,23,0,0,0,0,0,0,0,21,0,0,2,0,0,Race
8/6/2015,Other,Other,WHITE,2005,61,2,5,0,0,1,0,4,40,0,1,8,0,0,Race
8/6/2015,Region 1,Bridgeport Office,BLACK,2005,126,64,12,1,3,19,11,2,10,2,0,1,1,0,Race
8/6/2015,Region 1,Bridgeport Office,HISPANIC,2005,105,54,21,1,1,15,2,2,6,0,0,2,0,1,Race
8/6/2015,Region 1,Bridgeport Office,OTHER,2005,12,6,0,1,1,3,1,0,0,0,0,0,0,0,Race
8/6/2015,Region 1,Bridgeport Office,WHITE,2005,53,22,3,0,1,12,3,1,9,0,2,0,0,0,Race
8/6/2015,Region 1,Norwalk Office,BLACK,2005,27,6,10,1,1,4,1,0,4,0,0,0,0,0,Race
8/6/2015,Region 1,Norwalk Office,HISPANIC,2005,20,7,7,0,0,1,1,1,3,0,0,0,0,0,Race
8/6/2015,Region 1,Norwalk Office,OTHER,2005,4,2,0,0,0,2,0,0,0,0,0,0,0,0,Race
8/6/2015,Region 1,Norwalk Office,WHITE,2005,15,3,3,3,0,0,3,0,2,1,0,0,0,0,Race
8/6/2015,Region 1,Stamford Office,BLACK,2005,29,7,3,0,1,12,3,0,2,0,0,0,1,0,Race
8/6/2015,Region 1,Stamford Office,HISPANIC,2005,17,10,3,0,0,1,1,1,1,0,0,0,0,0,Race
8/6/2015,Region 1,Stamford Office,OTHER,2005,4,1,0,0,0,2,1,0,0,0,0,0,0,0,Race
8/6/2015,Region 1,Stamford Office,WHITE,2005,14,0,3,0,0,3,6,0,2,0,0,0,0,0,Race
8/6/2015,Region 2,Milford Office,BLACK,2005,41,11,9,1,0,7,0,1,10,0,0,1,1,0,Race
8/6/2015,Region 2,Milford Office,HISPANIC,2005,24,9,6,1,1,0,1,0,5,0,1,0,0,0,Race
8/6/2015,Region 2,Milford Office,OTHER,2005,10,5,2,0,0,1,0,0,2,0,0,0,0,0,Race
8/6/2015,Region 2,Milford Office,WHITE,2005,69,28,6,0,0,6,4,1,21,1,1,1,0,0,Race
8/6/2015,Region 2,New Haven Office,BLACK,2005,163,69,20,2,17,24,4,1,18,1,1,3,1,2,Race
8/6/2015,Region 2,New Haven Office,HISPANIC,2005,79,36,5,1,8,16,7,1,5,0,0,0,0,0,Race
8/6/2015,Region 2,New Haven Office,OTHER,2005,15,8,0,0,0,4,0,0,3,0,0,0,0,0,Race
8/6/2015,Region 2,New Haven Office,WHITE,2005,32,13,2,2,2,7,3,0,3,0,0,0,0,0,Race
8/6/2015,Region 3,Middletown Office,BLACK,2005,15,5,2,0,0,7,0,0,1,0,0,0,0,0,Race
8/6/2015,Region 3,Middletown Office,HISPANIC,2005,7,2,2,0,0,0,1,0,2,0,0,0,0,0,Race
8/6/2015,Region 3,Middletown Office,OTHER,2005,6,5,0,0,0,1,0,0,0,0,0,0,0,0,Race
8/6/2015,Region 3,Middletown Office,WHITE,2005,71,16,17,3,0,18,6,1,8,0,0,0,1,1,Race
8/6/2015,Region 3,Norwich Office,BLACK,2005,34,14,6,0,0,10,0,1,1,0,1,0,1,0,Race
8/6/2015,Region 3,Norwich Office,HISPANIC,2005,50,29,6,0,1,10,0,0,0,0,1,0,2,1,Race
8/6/2015,Region 3,Norwich Office,OTHER,2005,30,23,0,0,0,6,0,0,0,0,0,0,1,0,Race
8/6/2015,Region 3,Norwich Office,WHITE,2005,121,61,17,4,3,15,3,0,13,0,1,0,4,0,Race
8/6/2015,Region 3,Willimantic Office,BLACK,2005,7,0,2,0,0,2,0,0,1,0,0,0,0,2,Race
8/6/2015,Region 3,Willimantic Office,HISPANIC,2005,37,18,3,1,0,11,0,1,3,0,0,0,0,0,Race
8/6/2015,Region 3,Willimantic Office,OTHER,2005,3,3,0,0,0,0,0,0,0,0,0,0,0,0,Race
8/6/2015,Region 3,Willimantic Office,WHITE,2005,116,60,15,3,0,24,6,1,6,0,1,0,0,0,Race
8/6/2015,Region 4,Hartford Office,BLACK,2005,147,65,23,3,0,18,12,4,13,2,4,1,0,2,Race
8/6/2015,Region 4,Hartford Office,HISPANIC,2005,177,83,27,2,5,26,9,7,13,0,2,0,1,2,Race
8/6/2015,Region 4,Hartford Office,OTHER,2005,17,11,1,1,0,1,2,0,1,0,0,0,0,0,Race
8/6/2015,Region 4,Hartford Office,WHITE,2005,14,5,6,0,0,0,1,0,1,0,1,0,0,0,Race
8/6/2015,Region 4,Manchester Office,BLACK,2005,61,34,7,2,0,6,3,3,4,1,0,0,0,1,Race
8/6/2015,Region 4,Manchester Office,HISPANIC,2005,65,35,16,0,0,7,2,3,1,0,1,0,0,0,Race
8/6/2015,Region 4,Manchester Office,OTHER,2005,15,8,7,0,0,0,0,0,0,0,0,0,0,0,Race
8/6/2015,Region 4,Manchester Office,WHITE,2005,189,89,45,4,0,19,9,4,14,1,2,0,2,0,Race
8/6/2015,Region 5,Danbury Office,BLACK,2005,13,7,2,0,0,1,1,0,2,0,0,0,0,0,Race
8/6/2015,Region 5,Danbury Office,HISPANIC,2005,32,16,5,2,0,5,1,1,2,0,0,0,0,0,Race
8/6/2015,Region 5,Danbury Office,OTHER,2005,10,7,0,0,0,2,0,0,1,0,0,0,0,0,Race
8/6/2015,Region 5,Danbury Office,WHITE,2005,40,19,9,3,0,3,0,1,4,0,0,0,1,0,Race
8/6/2015,Region 5,Torrington Office,BLACK,2005,3,3,0,0,0,0,0,0,0,0,0,0,0,0,Race
8/6/2015,Region 5,Torrington Office,HISPANIC,2005,7,6,0,0,0,1,0,0,0,0,0,0,0,0,Race
8/6/2015,Region 5,Torrington Office,OTHER,2005,8,6,1,0,0,1,0,0,0,0,0,0,0,0,Race
8/6/2015,Region 5,Torrington Office,WHITE,2005,74,37,10,1,0,7,0,0,15,0,3,0,1,0,Race
8/6/2015,Region 5,Waterbury Office,BLACK,2005,70,41,13,0,0,5,0,1,10,0,0,0,0,0,Race
8/6/2015,Region 5,Waterbury Office,HISPANIC,2005,110,73,17,1,0,5,2,1,9,0,1,1,0,0,Race
8/6/2015,Region 5,Waterbury Office,OTHER,2005,17,11,3,0,0,0,0,0,3,0,0,0,0,0,Race
8/6/2015,Region 5,Waterbury Office,WHITE,2005,100,55,13,0,1,18,3,0,4,1,2,0,3,0,Race
8/6/2015,Region 6,Meriden Office,BLACK,2005,20,11,2,0,0,3,1,0,3,0,0,0,0,0,Race
8/6/2015,Region 6,Meriden Office,HISPANIC,2005,60,42,4,0,0,4,3,1,5,1,0,0,0,0,Race
8/6/2015,Region 6,Meriden Office,OTHER,2005,14,5,2,0,0,2,2,0,1,2,0,0,0,0,Race
8/6/2015,Region 6,Meriden Office,WHITE,2005,63,21,18,3,4,6,5,1,5,0,0,0,0,0,Race
8/6/2015,Region 6,New Britain Office,BLACK,2005,43,20,9,0,1,1,7,2,2,0,1,0,0,0,Race
8/6/2015,Region 6,New Britain Office,HISPANIC,2005,123,59,22,1,1,12,9,6,5,0,1,0,4,3,Race
8/6/2015,Region 6,New Britain Office,OTHER,2005,11,5,3,0,0,1,1,0,1,0,0,0,0,0,Race
8/6/2015,Region 6,New Britain Office,WHITE,2005,110,51,19,3,1,4,7,6,16,0,0,0,1,2,Race
8/6/2015,Other,Other,BLACK,2006,71,4,0,0,0,2,0,0,30,0,0,34,1,0,Race
8/6/2015,Other,Other,HISPANIC,2006,34,2,2,0,0,0,0,0,19,0,0,11,0,0,Race
8/6/2015,Other,Other,OTHER,2006,24,2,0,0,0,0,0,0,14,0,0,8,0,0,Race
8/6/2015,Other,Other,WHITE,2006,40,3,0,0,0,2,0,0,27,0,0,7,0,1,Race
8/6/2015,Region 1,Bridgeport Office,BLACK,2006,95,30,21,6,3,16,3,1,10,1,1,2,0,1,Race
8/6/2015,Region 1,Bridgeport Office,HISPANIC,2006,86,42,18,0,2,9,3,0,9,0,0,2,1,0,Race
8/6/2015,Region 1,Bridgeport Office,OTHER,2006,15,9,1,0,1,2,1,1,0,0,0,0,0,0,Race
8/6/2015,Region 1,Bridgeport Office,WHITE,2006,28,14,3,0,1,3,2,1,4,0,0,0,0,0,Race
8/6/2015,Region 1,Norwalk Office,BLACK,2006,35,10,6,4,2,3,5,2,2,0,1,0,0,0,Race
8/6/2015,Region 1,Norwalk Office,HISPANIC,2006,13,3,5,1,0,2,0,0,1,0,0,0,1,0,Race
8/6/2015,Region 1,Norwalk Office,OTHER,2006,8,4,0,0,0,3,1,0,0,0,0,0,0,0,Race
8/6/2015,Region 1,Norwalk Office,WHITE,2006,13,5,3,1,0,0,0,0,3,0,0,1,0,0,Race
8/6/2015,Region 1,Stamford Office,BLACK,2006,33,4,15,1,0,4,2,3,3,0,0,0,0,1,Race
8/6/2015,Region 1,Stamford Office,HISPANIC,2006,5,1,0,0,0,1,2,1,0,0,0,0,0,0,Race
8/6/2015,Region 1,Stamford Office,OTHER,2006,6,1,1,0,0,3,0,0,1,0,0,0,0,0,Race
8/6/2015,Region 1,Stamford Office,WHITE,2006,17,5,4,2,1,1,1,0,3,0,0,0,0,0,Race
8/6/2015,Region 2,Milford Office,BLACK,2006,53,21,5,2,6,7,0,1,10,1,0,0,0,0,Race
8/6/2015,Region 2,Milford Office,HISPANIC,2006,28,18,4,0,2,2,0,0,2,0,0,0,0,0,Race
8/6/2015,Region 2,Milford Office,OTHER,2006,17,7,2,0,1,2,2,0,3,0,0,0,0,0,Race
8/6/2015,Region 2,Milford Office,WHITE,2006,88,37,16,2,0,12,3,2,16,0,0,0,0,0,Race
8/6/2015,Region 2,New Haven Office,BLACK,2006,206,89,33,0,14,25,5,0,22,3,0,10,0,5,Race
8/6/2015,Region 2,New Haven Office,HISPANIC,2006,80,35,3,1,8,18,4,0,7,0,2,2,0,0,Race
8/6/2015,Region 2,New Haven Office,OTHER,2006,24,4,5,0,2,10,1,0,2,0,0,0,0,0,Race
8/6/2015,Region 2,New Haven Office,WHITE,2006,22,8,2,0,2,6,0,0,4,0,0,0,0,0,Race
8/6/2015,Region 3,Middletown Office,BLACK,2006,27,10,7,1,0,4,2,0,3,0,0,0,0,0,Race
8/6/2015,Region 3,Middletown Office,HISPANIC,2006,10,0,6,0,0,3,1,0,0,0,0,0,0,0,Race
8/6/2015,Region 3,Middletown Office,OTHER,2006,6,5,0,0,0,0,0,0,1,0,0,0,0,0,Race
8/6/2015,Region 3,Middletown Office,WHITE,2006,68,16,9,1,5,11,3,3,15,2,1,0,1,1,Race
8/6/2015,Region 3,Norwich Office,BLACK,2006,58,25,11,1,1,11,2,0,4,0,0,0,3,0,Race
8/6/2015,Region 3,Norwich Office,HISPANIC,2006,31,20,3,1,0,6,1,0,0,0,0,0,0,0,Race
8/6/2015,Region 3,Norwich Office,OTHER,2006,44,19,9,0,0,12,0,0,2,0,0,0,2,0,Race
8/6/2015,Region 3,Norwich Office,WHITE,2006,141,59,28,2,2,17,5,2,12,1,2,1,9,1,Race
8/6/2015,Region 3,Willimantic Office,BLACK,2006,7,3,1,2,0,1,0,0,0,0,0,0,0,0,Race
8/6/2015,Region 3,Willimantic Office,HISPANIC,2006,34,19,3,1,0,6,4,0,1,0,0,0,0,0,Race
8/6/2015,Region 3,Willimantic Office,OTHER,2006,12,4,5,0,0,1,1,0,1,0,0,0,0,0,Race
8/6/2015,Region 3,Willimantic Office,WHITE,2006,118,51,13,10,1,24,4,1,12,1,1,0,0,0,Race
8/6/2015,Region 4,Hartford Office,BLACK,2006,148,56,28,4,2,28,4,3,5,1,5,4,6,2,Race
8/6/2015,Region 4,Hartford Office,HISPANIC,2006,206,95,25,5,5,40,7,6,15,1,2,1,3,1,Race
8/6/2015,Region 4,Hartford Office,OTHER,2006,39,21,5,0,0,5,1,0,5,0,0,0,2,0,Race
8/6/2015,Region 4,Hartford Office,WHITE,2006,34,10,10,1,0,4,2,1,4,0,0,0,2,0,Race
8/6/2015,Region 4,Manchester Office,BLACK,2006,78,43,12,0,0,8,4,3,6,0,0,1,0,1,Race
8/6/2015,Region 4,Manchester Office,HISPANIC,2006,69,44,11,0,0,9,0,0,1,1,1,1,1,0,Race
8/6/2015,Region 4,Manchester Office,OTHER,2006,14,9,2,0,0,0,1,0,1,0,0,0,0,1,Race
8/6/2015,Region 4,Manchester Office,WHITE,2006,144,78,20,9,1,14,4,1,11,2,0,1,3,0,Race
8/6/2015,Region 5,Danbury Office,BLACK,2006,9,4,0,1,0,2,0,0,2,0,0,0,0,0,Race
8/6/2015,Region 5,Danbury Office,HISPANIC,2006,30,18,3,0,0,2,1,0,5,1,0,0,0,0,Race
8/6/2015,Region 5,Danbury Office,OTHER,2006,9,3,5,0,0,1,0,0,0,0,0,0,0,0,Race
8/6/2015,Region 5,Danbury Office,WHITE,2006,38,16,11,0,0,4,2,0,4,0,1,0,0,0,Race
8/6/2015,Region 5,Torrington Office,BLACK,2006,4,4,0,0,0,0,0,0,0,0,0,0,0,0,Race
8/6/2015,Region 5,Torrington Office,HISPANIC,2006,14,9,3,0,0,0,0,0,0,0,0,0,2,0,Race
8/6/2015,Region 5,Torrington Office,OTHER,2006,12,8,0,0,0,1,1,0,2,0,0,0,0,0,Race
8/6/2015,Region 5,Torrington Office,WHITE,2006,92,56,6,2,0,4,2,4,13,1,1,0,3,0,Race
8/6/2015,Region 5,Waterbury Office,BLACK,2006,82,56,11,1,0,4,0,2,6,0,0,2,0,0,Race
8/6/2015,Region 5,Waterbury Office,HISPANIC,2006,178,123,18,3,1,21,0,1,4,2,4,1,0,0,Race
8/6/2015,Region 5,Waterbury Office,OTHER,2006,19,13,2,0,0,1,1,0,0,0,1,1,0,0,Race
8/6/2015,Region 5,Waterbury Office,WHITE,2006,98,49,31,1,2,7,2,3,2,0,1,0,0,0,Race
8/6/2015,Region 6,Meriden Office,BLACK,2006,10,3,6,0,0,0,0,1,0,0,0,0,0,0,Race
8/6/2015,Region 6,Meriden Office,HISPANIC,2006,58,33,13,0,0,8,2,0,2,0,0,0,0,0,Race
8/6/2015,Region 6,Meriden Office,OTHER,2006,15,7,1,1,0,2,1,1,1,0,0,1,0,0,Race
8/6/2015,Region 6,Meriden Office,WHITE,2006,44,12,10,0,0,9,3,1,7,0,0,0,1,1,Race
8/6/2015,Region 6,New Britain Office,BLACK,2006,37,16,4,2,0,9,2,2,1,0,0,0,0,1,Race
8/6/2015,Region 6,New Britain Office,HISPANIC,2006,120,59,18,3,6,7,7,3,8,0,2,1,2,4,Race
8/6/2015,Region 6,New Britain Office,OTHER,2006,28,17,5,0,1,1,0,0,2,0,0,0,2,0,Race
8/6/2015,Region 6,New Britain Office,WHITE,2006,160,60,37,6,3,16,5,6,13,1,1,0,11,1,Race
8/6/2015,Other,Other,BLACK,2007,37,1,1,0,0,0,0,0,16,0,0,19,0,0,Race
8/6/2015,Other,Other,HISPANIC,2007,33,5,1,0,0,0,0,2,19,0,0,6,0,0,Race
8/6/2015,Other,Other,OTHER,2007,12,2,2,0,0,0,0,1,3,0,0,3,1,0,Race
8/6/2015,Other,Other,WHITE,2007,41,1,2,0,1,1,0,1,29,0,0,5,1,0,Race
8/6/2015,Region 1,Bridgeport Office,BLACK,2007,100,55,22,0,2,7,3,0,4,0,1,1,4,1,Race
8/6/2015,Region 1,Bridgeport Office,HISPANIC,2007,80,47,7,0,4,8,6,0,3,1,1,3,0,0,Race
8/6/2015,Region 1,Bridgeport Office,OTHER,2007,10,7,0,0,0,1,1,0,1,0,0,0,0,0,Race
8/6/2015,Region 1,Bridgeport Office,WHITE,2007,38,17,4,0,1,4,0,0,9,0,1,0,2,0,Race
8/6/2015,Region 1,Norwalk Office,BLACK,2007,33,13,8,2,6,1,1,0,1,1,0,0,0,0,Race
8/6/2015,Region 1,Norwalk Office,HISPANIC,2007,18,11,2,1,0,1,1,0,0,0,1,0,1,0,Race
8/6/2015,Region 1,Norwalk Office,OTHER,2007,8,2,0,0,0,5,0,0,0,0,0,0,1,0,Race
8/6/2015,Region 1,Norwalk Office,WHITE,2007,7,1,1,0,0,3,1,0,1,0,0,0,0,0,Race
8/6/2015,Region 1,Stamford Office,BLACK,2007,22,8,2,0,3,2,5,0,1,0,1,0,0,0,Race
8/6/2015,Region 1,Stamford Office,HISPANIC,2007,17,5,6,1,2,2,0,1,0,0,0,0,0,0,Race
8/6/2015,Region 1,Stamford Office,OTHER,2007,5,3,0,0,0,0,0,0,1,0,1,0,0,0,Race
8/6/2015,Region 1,Stamford Office,WHITE,2007,10,8,1,0,0,0,1,0,0,0,0,0,0,0,Race
8/6/2015,Region 2,Milford Office,BLACK,2007,47,10,8,1,6,11,5,0,4,0,0,0,0,2,Race
8/6/2015,Region 2,Milford Office,HISPANIC,2007,31,10,6,0,7,2,0,0,2,2,0,0,2,0,Race
8/6/2015,Region 2,Milford Office,OTHER,2007,12,9,1,0,0,0,0,0,2,0,0,0,0,0,Race
8/6/2015,Region 2,Milford Office,WHITE,2007,78,17,21,8,0,11,3,2,12,1,0,1,2,0,Race
8/6/2015,Region 2,New Haven Office,BLACK,2007,195,86,27,2,18,27,3,3,24,1,0,1,2,1,Race
8/6/2015,Region 2,New Haven Office,HISPANIC,2007,102,40,14,0,13,24,3,0,7,0,0,1,0,0,Race
8/6/2015,Region 2,New Haven Office,OTHER,2007,18,10,2,0,0,2,2,0,2,0,0,0,0,0,Race
8/6/2015,Region 2,New Haven Office,WHITE,2007,20,9,3,0,2,1,1,0,2,0,0,0,0,2,Race
8/6/2015,Region 3,Middletown Office,BLACK,2007,16,8,1,0,0,3,1,0,3,0,0,0,0,0,Race
8/6/2015,Region 3,Middletown Office,HISPANIC,2007,8,2,3,1,0,1,0,0,0,0,0,0,0,1,Race
8/6/2015,Region 3,Middletown Office,OTHER,2007,3,1,1,0,0,0,0,0,1,0,0,0,0,0,Race
8/6/2015,Region 3,Middletown Office,WHITE,2007,44,19,10,1,0,2,2,1,7,0,0,0,1,1,Race
8/6/2015,Region 3,Norwich Office,BLACK,2007,41,25,1,0,0,2,1,2,8,0,0,0,2,0,Race
8/6/2015,Region 3,Norwich Office,HISPANIC,2007,44,26,5,0,0,7,0,0,1,0,0,0,4,1,Race
8/6/2015,Region 3,Norwich Office,OTHER,2007,31,18,4,0,0,4,0,0,0,0,0,0,5,0,Race
8/6/2015,Region 3,Norwich Office,WHITE,2007,118,49,19,4,0,20,4,0,12,0,0,0,10,0,Race
8/6/2015,Region 3,Willimantic Office,BLACK,2007,6,6,0,0,0,0,0,0,0,0,0,0,0,0,Race
8/6/2015,Region 3,Willimantic Office,HISPANIC,2007,28,11,6,0,0,8,2,0,0,0,0,0,1,0,Race
8/6/2015,Region 3,Willimantic Office,OTHER,2007,20,10,2,2,0,4,0,1,1,0,0,0,0,0,Race
8/6/2015,Region 3,Willimantic Office,WHITE,2007,86,41,8,5,0,13,5,0,11,0,2,0,0,1,Race
8/6/2015,Region 4,Hartford Office,BLACK,2007,152,70,29,9,3,20,3,2,5,2,2,2,2,3,Race
8/6/2015,Region 4,Hartford Office,HISPANIC,2007,220,96,41,7,4,38,8,5,14,0,0,1,5,1,Race
8/6/2015,Region 4,Hartford Office,OTHER,2007,12,4,1,0,2,2,1,0,2,0,0,0,0,0,Race
8/6/2015,Region 4,Hartford Office,WHITE,2007,27,10,9,0,1,2,1,0,4,0,0,0,0,0,Race
8/6/2015,Region 4,Manchester Office,BLACK,2007,58,31,5,0,0,9,4,3,4,0,1,1,0,0,Race
8/6/2015,Region 4,Manchester Office,HISPANIC,2007,55,28,7,0,0,9,3,1,5,0,0,0,1,1,Race
8/6/2015,Region 4,Manchester Office,OTHER,2007,23,13,2,3,0,3,0,0,1,0,0,0,0,1,Race
8/6/2015,Region 4,Manchester Office,WHITE,2007,149,75,29,7,1,18,3,0,15,0,1,0,0,0,Race
8/6/2015,Region 5,Danbury Office,BLACK,2007,4,0,0,0,0,3,0,0,1,0,0,0,0,0,Race
8/6/2015,Region 5,Danbury Office,HISPANIC,2007,19,7,2,0,0,6,0,0,3,0,1,0,0,0,Race
8/6/2015,Region 5,Danbury Office,OTHER,2007,6,6,0,0,0,0,0,0,0,0,0,0,0,0,Race
8/6/2015,Region 5,Danbury Office,WHITE,2007,38,17,9,3,1,0,1,0,5,0,1,0,1,0,Race
8/6/2015,Region 5,Torrington Office,BLACK,2007,2,1,1,0,0,0,0,0,0,0,0,0,0,0,Race
8/6/2015,Region 5,Torrington Office,HISPANIC,2007,13,10,0,0,0,2,0,0,1,0,0,0,0,0,Race
8/6/2015,Region 5,Torrington Office,OTHER,2007,16,13,1,0,1,1,0,0,0,0,0,0,0,0,Race
8/6/2015,Region 5,Torrington Office,WHITE,2007,85,42,19,3,0,5,0,0,6,1,1,0,8,0,Race
8/6/2015,Region 5,Waterbury Office,BLACK,2007,87,48,13,2,3,6,2,2,7,1,0,1,0,2,Race
8/6/2015,Region 5,Waterbury Office,HISPANIC,2007,140,90,30,1,0,8,1,3,7,0,0,0,0,0,Race
8/6/2015,Region 5,Waterbury Office,OTHER,2007,22,16,3,0,0,1,0,0,2,0,0,0,0,0,Race
8/6/2015,Region 5,Waterbury Office,WHITE,2007,67,33,23,1,0,3,0,0,4,0,1,1,0,1,Race
8/6/2015,Region 6,Meriden Office,BLACK,2007,19,6,1,0,2,7,1,0,1,0,1,0,0,0,Race
8/6/2015,Region 6,Meriden Office,HISPANIC,2007,50,27,5,0,2,7,2,1,4,0,2,0,0,0,Race
8/6/2015,Region 6,Meriden Office,OTHER,2007,7,2,3,0,0,0,0,0,2,0,0,0,0,0,Race
8/6/2015,Region 6,Meriden Office,WHITE,2007,43,17,7,3,2,3,3,0,7,0,0,0,0,1,Race
8/6/2015,Region 6,New Britain Office,BLACK,2007,43,24,12,1,0,2,2,0,0,0,0,0,2,0,Race
8/6/2015,Region 6,New Britain Office,HISPANIC,2007,122,73,14,2,3,11,3,2,10,0,0,1,2,1,Race
8/6/2015,Region 6,New Britain Office,OTHER,2007,10,8,0,0,0,1,0,0,1,0,0,0,0,0,Race
8/6/2015,Region 6,New Britain Office,WHITE,2007,133,41,39,7,1,14,8,3,12,0,3,1,4,0,Race
8/6/2015,Other,Other,BLACK,2008,59,5,0,1,1,0,1,1,21,0,2,27,0,0,Race
8/6/2015,Other,Other,HISPANIC,2008,31,2,1,0,0,2,0,1,18,0,0,6,0,1,Race
8/6/2015,Other,Other,OTHER,2008,9,3,0,0,0,0,0,1,3,0,0,2,0,0,Race
8/6/2015,Other,Other,WHITE,2008,38,2,1,0,0,3,0,1,25,1,0,5,0,0,Race
8/6/2015,Region 1,Bridgeport Office,BLACK,2008,58,27,8,1,3,5,7,0,7,0,0,0,0,0,Race
8/6/2015,Region 1,Bridgeport Office,HISPANIC,2008,92,62,13,1,3,3,2,2,5,1,0,0,0,0,Race
8/6/2015,Region 1,Bridgeport Office,OTHER,2008,7,3,0,0,0,3,0,1,0,0,0,0,0,0,Race
8/6/2015,Region 1,Bridgeport Office,WHITE,2008,29,10,9,0,0,2,1,0,6,0,0,0,1,0,Race
8/6/2015,Region 1,Norwalk Office,BLACK,2008,34,12,3,2,4,7,3,0,1,1,0,0,1,0,Race
8/6/2015,Region 1,Norwalk Office,HISPANIC,2008,17,11,0,0,1,3,1,1,0,0,0,0,0,0,Race
8/6/2015,Region 1,Norwalk Office,OTHER,2008,3,2,0,0,0,1,0,0,0,0,0,0,0,0,Race
8/6/2015,Region 1,Norwalk Office,WHITE,2008,11,6,4,0,0,0,0,0,1,0,0,0,0,0,Race
8/6/2015,Region 1,Stamford Office,BLACK,2008,8,1,3,0,0,0,0,1,3,0,0,0,0,0,Race
8/6/2015,Region 1,Stamford Office,HISPANIC,2008,12,6,3,0,0,1,1,0,0,0,0,0,1,0,Race
8/6/2015,Region 1,Stamford Office,OTHER,2008,2,0,0,0,0,1,1,0,0,0,0,0,0,0,Race
8/6/2015,Region 1,Stamford Office,WHITE,2008,5,0,2,0,1,0,1,0,1,0,0,0,0,0,Race
8/6/2015,Region 2,Milford Office,BLACK,2008,23,9,1,1,1,6,2,0,2,0,1,0,0,0,Race
8/6/2015,Region 2,Milford Office,HISPANIC,2008,22,9,1,0,0,8,1,0,3,0,0,0,0,0,Race
8/6/2015,Region 2,Milford Office,OTHER,2008,10,3,1,0,0,4,0,0,2,0,0,0,0,0,Race
8/6/2015,Region 2,Milford Office,WHITE,2008,65,18,13,1,2,9,2,1,17,0,0,0,2,0,Race
8/6/2015,Region 2,New Haven Office,BLACK,2008,138,65,16,2,6,20,6,3,14,0,0,3,1,2,Race
8/6/2015,Region 2,New Haven Office,HISPANIC,2008,96,41,5,0,1,31,3,0,9,1,2,2,0,1,Race
8/6/2015,Region 2,New Haven Office,OTHER,2008,17,13,0,0,0,3,0,0,0,0,1,0,0,0,Race
8/6/2015,Region 2,New Haven Office,WHITE,2008,28,8,4,0,0,11,2,0,2,0,0,0,0,1,Race
8/6/2015,Region 3,Middletown Office,BLACK,2008,18,7,6,0,0,3,1,0,0,1,0,0,0,0,Race
8/6/2015,Region 3,Middletown Office,HISPANIC,2008,12,8,0,0,0,1,1,0,2,0,0,0,0,0,Race
8/6/2015,Region 3,Middletown Office,OTHER,2008,6,5,0,0,0,0,0,0,1,0,0,0,0,0,Race
8/6/2015,Region 3,Middletown Office,WHITE,2008,42,16,8,1,1,1,7,2,4,0,1,0,1,0,Race
8/6/2015,Region 3,Norwich Office,BLACK,2008,60,39,4,1,0,11,0,1,2,0,0,0,2,0,Race
8/6/2015,Region 3,Norwich Office,HISPANIC,2008,40,24,5,0,1,6,0,0,1,0,0,0,3,0,Race
8/6/2015,Region 3,Norwich Office,OTHER,2008,40,29,3,0,0,4,0,1,1,0,0,0,2,0,Race
8/6/2015,Region 3,Norwich Office,WHITE,2008,127,74,17,5,1,11,2,2,5,0,1,0,9,0,Race
8/6/2015,Region 3,Willimantic Office,BLACK,2008,2,1,0,0,0,1,0,0,0,0,0,0,0,0,Race
8/6/2015,Region 3,Willimantic Office,HISPANIC,2008,29,24,1,1,0,2,0,0,0,0,1,0,0,0,Race
8/6/2015,Region 3,Willimantic Office,OTHER,2008,9,4,1,0,0,1,0,0,1,1,0,1,0,0,Race
8/6/2015,Region 3,Willimantic Office,WHITE,2008,95,49,11,4,3,9,5,2,6,0,1,1,4,0,Race
8/6/2015,Region 4,Hartford Office,BLACK,2008,141,55,27,4,6,22,8,6,8,0,0,1,2,2,Race
8/6/2015,Region 4,Hartford Office,HISPANIC,2008,181,77,26,8,1,31,10,1,17,1,1,0,7,1,Race
8/6/2015,Region 4,Hartford Office,OTHER,2008,25,8,3,1,0,3,2,1,4,0,1,0,1,1,Race
8/6/2015,Region 4,Hartford Office,WHITE,2008,42,18,5,4,0,5,3,1,4,0,1,0,1,0,Race
8/6/2015,Region 4,Manchester Office,BLACK,2008,61,29,11,1,1,12,3,0,1,1,1,0,0,1,Race
8/6/2015,Region 4,Manchester Office,HISPANIC,2008,70,42,13,0,1,7,0,1,2,0,2,0,1,1,Race
8/6/2015,Region 4,Manchester Office,OTHER,2008,21,14,4,0,0,1,2,0,0,0,0,0,0,0,Race
8/6/2015,Region 4,Manchester Office,WHITE,2008,160,90,22,5,1,14,5,3,11,0,1,0,5,3,Race
